OnsetTime1,TimeStamp1,Text1,Language1,Speaker1,OnesetTime2,TimeStamp2,Text2,Language2,Speaker2,Absolute_onset_time_difference,TimeStamp_difference,Text_difference_word_count,text_difference,language_difference,Speaker_difference
06:25,06:25 - 06:34,,,,06:25,06:25 - 06:34,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
06:34,06:34 - 06:36,熊貓被兔子打了,zh,SPEAKER_09,06:34,06:34 - 06:36,熊貓被兔子打了,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
06:36,06:36 - 06:39,,,,06:36,06:36 - 06:39,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
06:39,06:39 - 06:40,那蝶兔子,zh,SPEAKER_09,06:39,06:39 - 06:40,那 被兔子打了,zh,Speaker 2 Child,No difference,00:00:00,2,TRUE,FALSE,TRUE
06:40,06:40 - 06:45,,,,06:40,06:40 - 06:45,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
06:45,06:45 - 06:46,青蛙被老鼠壓著,zh,SPEAKER_09,06:45,06:45 - 06:46,青蛙被老鼠壓著,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
06:46,06:46 - 06:48,,,,06:46,06:46 - 06:48,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
06:48,06:48 - 06:50,小猫被老鼠压着,zh,SPEAKER_08,06:48,06:48 - 06:50,青蛙被老鼠压着,zh,Speaker 2 Child,No difference,00:00:00,0,TRUE,FALSE,TRUE
06:50,06:50 - 06:54,,,,06:50,06:50 - 06:54,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
06:54,06:54 - 06:56,烏龜被小貓綁著,zh,SPEAKER_09,06:54,06:54 - 06:56,烏龜被小貓綁著,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
06:56,06:56 - 06:58,乌龟被小猫绑着,zh,SPEAKER_08,06:56,06:56 - 06:58,乌龟被小猫绑着,zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
06:58,06:58 - 07:02,,,,06:58,06:58 - 07:02,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
07:02,07:02 - 07:04,兔子被小熊抱着,zh,SPEAKER_09,07:02,07:02 - 07:04,兔子被小熊抱着,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
07:04,07:04 - 07:05,,,,07:04,07:04 - 07:05,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
07:05,07:05 - 07:07,兔子为小熊抱着,zh,SPEAKER_09,07:05,07:05 - 07:07,兔子为小熊抱着,zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
07:07,07:07 - 07:11,,,,07:07,07:07 - 07:11,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
07:11,07:11 - 07:13,猴子被小猪绑着,zh,SPEAKER_09,07:11,07:11 - 07:13,猴子被小猪绑着,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
07:13,07:13 - 07:14,,,,07:13,07:13 - 07:14,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
07:14,07:14 - 07:14,Hose,en,SPEAKER_08,07:14,07:14 - 07:14,猴子,zh,Speaker 2 Child,No difference,00:00:00,3,TRUE,TRUE,TRUE
07:14,07:14 - 07:16,,,,07:14,07:14 - 07:16,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
07:16,07:16 - 07:17,被小豬绷着,zh,SPEAKER_08,07:16,07:16 - 07:17,被小豬绑着,zh,Speaker 2 Child,No difference,00:00:00,0,TRUE,FALSE,TRUE
07:17,07:17 - 07:21,,,,07:17,07:17 - 07:21,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
07:21,07:21 - 07:23,小羊被河马背着,zh,SPEAKER_07,07:21,07:21 - 07:23,小羊被河马背着,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
07:23,07:23 - 07:24,,,,07:23,07:23 - 07:24,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
07:24,07:24 - 07:26,小羊被河马背着,zh,SPEAKER_08,07:24,07:24 - 07:26,小羊被河马背着,zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
07:26,07:26 - 07:30,,,,07:26,07:26 - 07:30,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
07:30,07:30 - 07:32,斑馬被老虎壓著,zh,SPEAKER_07,07:30,07:30 - 07:32,斑馬被老虎壓著,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
07:32,07:32 - 07:33,班哪,zh,SPEAKER_08,07:32,07:32 - 07:33,斑马,zh,Speaker 2 Child,No difference,00:00:00,0,TRUE,FALSE,TRUE
07:33,07:33 - 07:34,,,,07:33,07:33 - 07:34,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
07:34,07:34 - 07:36,Then not below.,en,SPEAKER_08,07:34,07:34 - 07:36,斑马被老,zh,Speaker 2 Child,No difference,00:00:00,7,TRUE,TRUE,TRUE
07:36,07:36 - 07:36,Ah ah ah.,en,SPEAKER_08,07:36,07:36 - 07:36,Ah ah ah.,zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,TRUE,TRUE
07:36,07:36 - 07:37,,,,07:36,07:36 - 07:37,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
07:37,07:37 - 07:39,他把马被老虎压着,zh,SPEAKER_08,07:37,07:37 - 07:39,斑马被老虎压着,zh,Speaker 2 Child,No difference,00:00:00,1,TRUE,FALSE,TRUE
07:39,07:39 - 07:42,,,,07:39,07:39 - 07:42,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
07:42,07:42 - 07:44,小牛被熊貓推了,zh,SPEAKER_07,07:42,07:42 - 07:44,小牛被熊貓推了,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
07:44,07:44 - 07:46,,,,07:44,07:44 - 07:46,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
07:46,07:46 - 07:46,Écxающ кв section,en,SPEAKER_08,07:46,07:46 - 07:46,小牛,zh,Speaker 2 Child,No difference,00:00:00,3,TRUE,TRUE,TRUE
07:46,07:46 - 07:48,,,,07:46,07:46 - 07:48,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
07:48,07:48 - 07:50,那牛被熊貓推了,zh,SPEAKER_08,07:48,07:48 - 07:50,小牛被熊貓推了,zh,Speaker 2 Child,No difference,00:00:00,0,TRUE,FALSE,TRUE
07:50,07:50 - 07:59,,,,07:50,07:50 - 07:59,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
07:59,07:59 - 08:01,打小羊的松鼠再招手,zh,SPEAKER_07,07:59,07:59 - 08:01,打小羊的松鼠在招手,zh,Speaker 1 System,No difference,00:00:00,0,TRUE,FALSE,TRUE
08:01,08:01 - 08:03,,,,08:01,08:01 - 08:03,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
08:03,08:03 - 08:06,打扫羊的松鼠的招手,zh,SPEAKER_08,08:03,08:03 - 08:07,打小羊的松鼠在招手,zh,Speaker 1 System,No difference,00:00:01,0,TRUE,FALSE,TRUE
08:06,08:06 - 08:12,,,,08:07,08:07 - 08:12,这个,zh,Speaker 2 Child,00:01,00:00:01,2,TRUE,TRUE,TRUE
08:12,08:12 - 08:14,咬小猪的猴自在咬尾巴,zh,SPEAKER_06,08:12,08:12 - 08:14,咬小猪的猴子在摇尾巴,zh,Speaker 1 System,No difference,00:00:00,0,TRUE,FALSE,TRUE
08:14,08:14 - 08:15,,,,08:14,08:14 - 08:15,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
08:15,08:15 - 08:18,咬小猪的猴子在咬尾巴,zh,SPEAKER_08,08:15,08:15 - 08:18,咬小猪的猴子在摇尾巴,zh,Speaker 2 Child,No difference,00:00:00,0,TRUE,FALSE,TRUE
08:18,08:18 - 08:20,,,,08:18,08:18 - 08:20,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
08:20,08:20 - 08:22,"有,想哭的",zh,SPEAKER_08,08:20,08:20 - 08:22,咬小猪的,zh,Speaker 2 Child,No difference,00:00:00,0,TRUE,FALSE,TRUE
08:22,08:22 - 08:23,,,,08:22,08:22 - 08:23,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
08:23,08:23 - 08:25,小小舟的猴子,zh,SPEAKER_08,08:23,08:23 - 08:25,咬小猪的猴子,zh,Speaker 2 Child,No difference,00:00:00,0,TRUE,FALSE,TRUE
08:25,08:25 - 08:26,,,,08:25,08:25 - 08:26,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
08:26,08:26 - 08:27,They don't vapor.,en,SPEAKER_08,08:26,08:26 - 08:27,在摇尾巴,zh,Speaker 2 Child,No difference,00:00:00,8,TRUE,TRUE,TRUE
08:27,08:27 - 08:29,,,,08:27,08:27 - 08:29,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
08:29,08:29 - 08:31,羊小豬的,zh,SPEAKER_08,08:29,08:29 - 08:31,咬小豬的,zh,Speaker 2 Child,No difference,00:00:00,0,TRUE,FALSE,TRUE
08:31,08:31 - 08:33,咬小豬的喉自在咬尾巴,zh,SPEAKER_06,08:31,08:31 - 08:33,咬小豬的猴子在摇尾巴,zh,Speaker 1 System,No difference,00:00:00,0,TRUE,FALSE,TRUE
08:33,08:33 - 08:35,,,,08:33,08:33 - 08:35,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
08:35,08:35 - 08:37,诶 谁在咬尾巴啊,zh,SPEAKER_08,08:35,08:35 - 08:37,诶 谁在咬尾巴啊,zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
08:37,08:37 - 08:39,(humming),en,SPEAKER_08,08:37,08:37 - 08:39,(humming),zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,TRUE,TRUE
08:39,08:39 - 08:45,,,,08:39,08:39 - 08:45,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
08:45,08:45 - 08:46,谁在养肥了呀,zh,SPEAKER_08,08:45,08:45 - 08:46,谁在摇尾巴呀,zh,Speaker 2 Child,No difference,00:00:00,0,TRUE,FALSE,TRUE
08:46,08:46 - 08:47,是 danz 開 экономia,zh,SPEAKER_02,08:46,08:46 - 08:47,随便猜一个,zh,Speaker 3 Parent,No difference,00:00:00,4,TRUE,FALSE,TRUE
08:47,08:47 - 08:54,,,,08:47,08:47 - 08:54,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
08:54,08:54 - 08:57,親奶奶的女孩在看書,zh,SPEAKER_07,08:54,08:54 - 08:57,親奶奶的女孩在看書,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
08:57,08:57 - 08:58,,,,08:57,08:57 - 08:58,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
08:58,08:58 - 08:59,Two.,en,SPEAKER_08,08:58,08:58 - 08:59,亲,zh,Speaker 2 Child,No difference,00:00:00,2,TRUE,TRUE,TRUE
08:59,08:59 - 09:00,,,,08:59,08:59 - 09:00,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
09:00,09:00 - 09:01,男的女的還在看書,zh,SPEAKER_08,09:00,09:00 - 09:01,奶奶的女孩看書,zh,Speaker 2 Child,No difference,00:00:00,1,TRUE,FALSE,TRUE
09:01,09:01 - 09:05,,,,09:01,09:01 - 09:05,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
09:05,09:05 - 09:08,小貓在舔在招手的小狗,zh,SPEAKER_07,09:05,09:05 - 09:08,小貓在舔在招手的小狗,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
09:08,09:08 - 09:15,,,,09:08,09:08 - 09:15,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
09:15,09:15 - 09:18,小猪在踢摇尾巴的狐狸,zh,SPEAKER_09,09:15,09:15 - 09:18,小猪在踢摇尾巴的狐狸,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
09:18,09:18 - 09:26,,,,09:18,09:18 - 09:26,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
09:26,09:26 - 09:29,奶奶推了在看书的女孩,zh,SPEAKER_07,09:26,09:26 - 09:29,奶奶推了在看书的女孩,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
09:29,09:29 - 09:36,,,,09:29,09:29 - 09:36,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
09:36,09:36 - 09:38,被妹妹的弟弟在畫畫,zh,SPEAKER_07,09:36,09:36 - 09:38,背妹妹的弟弟在畫畫,zh,Speaker 1 System,No difference,00:00:00,0,TRUE,FALSE,TRUE
09:38,09:38 - 09:42,,,,09:38,09:38 - 09:42,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
09:42,09:42 - 09:42,Me.,en,SPEAKER_04,09:42,09:42 - 09:42,妹妹,zh,Speaker 2 Child,No difference,00:00:00,3,TRUE,TRUE,TRUE
09:42,09:42 - 09:50,,,,09:42,09:42 - 09:50,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
09:50,09:50 - 09:52,小牛背著在畫畫的鱷魚,zh,SPEAKER_09,09:50,09:50 - 09:52,小牛背著在畫畫的鱷魚,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
09:52,09:52 - 09:58,,,,09:52,09:52 - 09:58,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
09:58,09:58 - 10:00,你做的太棒了,zh,SPEAKER_07,09:58,09:58 - 10:00,你做的太棒了,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
10:00,10:00 - 10:02,我们已经完成一半了,zh,SPEAKER_07,10:00,10:00 - 10:02,我们已经完成一半了,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
10:02,10:02 - 10:05,小狗又得到了一个玩具呢,zh,SPEAKER_07,10:02,10:02 - 10:05,小狗又得到了一个玩具呢,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
10:05,10:05 - 10:06,他非常开心,zh,SPEAKER_07,10:05,10:05 - 10:06,他非常开心,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
10:06,10:06 - 10:08,讓我們繼續吧,zh,SPEAKER_07,10:06,10:06 - 10:08,讓我們繼續吧,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
10:08,10:08 - 10:07,這樣小狗就可以得到更多玩具了,zh,SPEAKER_07,10:08,10:08 - 10:07,這樣小狗就可以得到更多玩具了,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
10:07,10:07 - 10:09,這樣小狗就可以,zh,SPEAKER_00,10:07,10:07 - 10:13,但是小狗都没有玩诶,zh,Speaker 2 Child,No difference,00:00:04,2,TRUE,FALSE,TRUE
10:09,10:09 - 10:14,,,,10:13,10:13 - 10:14,unclear,zh,Speaker 3 Parent,00:04,00:00:04,1,TRUE,TRUE,TRUE
10:14,10:14 - 10:15,嗯 还有全部吃,zh,SPEAKER_08,10:14,10:14 - 10:15,嗯 还有全不吃,zh,Speaker 2 Child,No difference,00:00:00,0,TRUE,FALSE,TRUE
10:15,10:15 - 10:19,,,,10:15,10:15 - 10:19,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
10:19,10:19 - 10:19,這次,zh,SPEAKER_09,10:19,10:19 - 10:19,這次,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
10:19,10:19 - 10:20,,,,10:19,10:19 - 10:20,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
10:20,10:20 - 10:23,我们又来玩一个帮小狗找图片的游戏,zh,SPEAKER_07,10:20,10:20 - 10:23,我们又来玩一个帮小狗找图片的游戏,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
10:23,10:23 - 10:27,,,,10:23,10:23 - 10:27,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
10:27,10:27 - 10:28,Wait,en,SPEAKER_09,10:27,10:27 - 10:28,unclear,zh,Speaker 2 Child,No difference,00:00:00,0,TRUE,TRUE,TRUE
10:28,10:28 - 10:30,小狗说他要一瓶something,zh,SPEAKER_07,10:28,10:28 - 10:30,小狗说他要一瓶something,en + zh,Speaker 1 System,No difference,00:00:00,0,FALSE,TRUE,TRUE
10:30,10:30 - 10:32,,,,10:30,10:30 - 10:32,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
10:32,10:32 - 10:36,一瓶啊 饼干不是瓶花 不是瓶水,zh,SPEAKER_08,10:32,10:32 - 10:36,一瓶啊 饼干不是瓶 花不是瓶 水,zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
10:36,10:36 - 10:37,是瓶子,zh,SPEAKER_08,10:36,10:36 - 10:37,是瓶子,zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
10:37,10:37 - 10:39,,,,10:37,10:37 - 10:39,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
10:39,10:39 - 10:39,太棒了,zh,SPEAKER_07,10:39,10:39 - 10:39,太棒了,zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
10:39,10:39 - 10:40,,,,10:39,10:39 - 10:40,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
10:40,10:40 - 10:41,讓我們繼續吧,zh,SPEAKER_07,10:40,10:40 - 10:41,讓我們繼續吧,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
10:41,10:41 - 10:45,请点击开始按钮进入下一题,zh,SPEAKER_07,10:41,10:41 - 10:45,请点击开始按钮进入下一题,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
10:45,10:45 - 10:49,,,,10:45,10:45 - 10:49,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
10:49,10:49 - 10:52,小狗说它要一条三分,zh,SPEAKER_07,10:49,10:49 - 10:52,小狗说它要一条something,en + zh,Speaker 1 System,No difference,00:00:00,3,TRUE,TRUE,TRUE
10:52,10:52 - 10:53,,,,10:52,10:52 - 10:53,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
10:53,10:53 - 10:55,一条啊,zh,SPEAKER_08,10:53,10:53 - 10:55,一条啊,zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
10:55,10:55 - 10:57,桌子不是一条,zh,SPEAKER_08,10:55,10:55 - 10:57,桌子不是一条,zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
10:57,10:57 - 10:59,,,,10:57,10:57 - 10:59,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
10:59,10:59 - 11:00,Chicken.,en,SPEAKER_08,10:59,10:59 - 11:00,这个,zh,Speaker 2 Child,No difference,00:00:00,3,TRUE,TRUE,TRUE
11:00,11:00 - 11:01,一条蛇,zh,SPEAKER_08,11:00,11:00 - 11:01,一条蛇,zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
11:01,11:01 - 11:03,,,,11:01,11:01 - 11:03,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
11:03,11:03 - 11:04,Please wait one.,en,SPEAKER_08,11:03,11:03 - 11:04,Please wait one second,en,Speaker 2 Child,No difference,00:00:00,1,TRUE,FALSE,TRUE
11:04,11:04 - 11:06,(speaking in foreign language),en,SPEAKER_07,11:04,11:04 - 11:06,小狗说他要一只something,en + zh,Speaker 1 System,No difference,00:00:00,10,TRUE,TRUE,TRUE
11:06,11:06 - 11:07,,,,11:06,11:06 - 11:07,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
11:07,11:07 - 11:09,知想吗?,zh,SPEAKER_08,11:07,11:07 - 11:09,一只小猫,en,Speaker 2 Child,No difference,00:00:00,1,TRUE,TRUE,TRUE
11:09,11:09 - 11:10,一只女孩,zh,SPEAKER_08,11:09,11:09 - 11:10,一只女孩,en,Speaker 2 Child,No difference,00:00:00,0,FALSE,TRUE,TRUE
11:10,11:10 - 11:11,,,,11:10,11:10 - 11:11,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
11:11,11:11 - 11:12,一只苹果,zh,SPEAKER_08,11:11,11:11 - 11:12,一只苹果,en,Speaker 2 Child,No difference,00:00:00,0,FALSE,TRUE,TRUE
11:12,11:12 - 11:14,,,,11:12,11:12 - 11:14,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
11:14,11:14 - 11:15,你不是小猫,zh,SPEAKER_08,11:14,11:14 - 11:15,一只小猫,zh,Speaker 2 Child,No difference,00:00:00,1,TRUE,FALSE,TRUE
11:15,11:15 - 11:18,,,,11:15,11:15 - 11:18,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
11:18,11:18 - 11:21,小狗说他要一张something,zh,SPEAKER_07,11:18,11:18 - 11:21,小狗说他要一张something,en + zh,Speaker 1 System,No difference,00:00:00,0,FALSE,TRUE,TRUE
11:21,11:21 - 11:22,一樁,zh,SPEAKER_08,11:21,11:21 - 11:22,一张,zh,Speaker 2 Child,No difference,00:00:00,0,TRUE,FALSE,TRUE
11:22,11:22 - 11:23,,,,11:22,11:22 - 11:23,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
11:23,11:23 - 11:27,一張床 一張褲子 一張床,zh,SPEAKER_08,11:23,11:23 - 11:27,一張床 一張褲子 一張床,zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
11:27,11:27 - 11:31,,,,11:27,11:27 - 11:31,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
11:31,11:31 - 11:33,(speaking in foreign language),en,SPEAKER_09,11:31,11:31 - 11:33,小狗说他要一块something,en + zh,Speaker 1 System,No difference,00:00:00,10,TRUE,TRUE,TRUE
11:33,11:33 - 11:35,,,,11:33,11:33 - 11:35,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
11:35,11:35 - 11:35,你快查,zh,SPEAKER_09,11:35,11:35 - 11:35,一块茶？,zh,Speaker 2 Child,No difference,00:00:00,0,TRUE,FALSE,TRUE
11:35,11:35 - 11:36,,,,11:35,11:35 - 11:36,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
11:36,11:36 - 11:37,You are beautiful!,en,SPEAKER_09,11:36,11:36 - 11:37,一块衣服,zh,Speaker 2 Child,No difference,00:00:00,7,TRUE,TRUE,TRUE
11:37,11:37 - 11:38,,,,11:37,11:37 - 11:38,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
11:38,11:38 - 11:39,一塊蛋糕,zh,SPEAKER_09,11:38,11:38 - 11:39,一塊蛋糕,zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
11:39,11:39 - 11:43,,,,11:39,11:39 - 11:43,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
11:43,11:43 - 11:45,小狗说他要一辆something,zh,SPEAKER_07,11:43,11:43 - 11:45,小狗说他要一辆something,en + zh,Speaker 1 System,No difference,00:00:00,0,FALSE,TRUE,TRUE
11:45,11:45 - 11:47,,,,11:45,11:45 - 11:47,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
11:47,11:47 - 11:51,一辆车 一辆飞机 一辆玉米,zh,SPEAKER_08,11:47,11:47 - 11:51,一辆车 一辆飞机 一辆玉米,zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
11:51,11:51 - 11:59,,,,11:51,11:51 - 11:59,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
11:59,11:59 - 12:01,小狗说它要一根something,zh,SPEAKER_07,11:59,11:59 - 12:01,小狗说它要一根something,en + zh,Speaker 1 System,No difference,00:00:00,0,FALSE,TRUE,TRUE
12:01,12:01 - 12:02,,,,12:01,12:01 - 12:02,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
12:02,12:02 - 12:03,一根骨头,zh,SPEAKER_08,12:02,12:02 - 12:03,一根骨头,zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
12:03,12:03 - 12:07,,,,12:03,12:03 - 12:07,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
12:07,12:07 - 12:10,小狗说他要一台something,zh,SPEAKER_07,12:07,12:07 - 12:10,小狗说他要一台something,en + zh,Speaker 1 System,No difference,00:00:00,0,FALSE,TRUE,TRUE
12:10,12:10 - 12:12,,,,12:10,12:10 - 12:12,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
12:12,12:12 - 12:14,一台鑰匙一台鼠鑰,zh,SPEAKER_08,12:12,12:12 - 12:14,一台鑰匙一台鼠标,zh,Speaker 2 Child,No difference,00:00:00,0,TRUE,FALSE,TRUE
12:14,12:14 - 12:16,,,,12:14,12:14 - 12:16,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
12:16,12:16 - 12:17,你踩到电脑,zh,SPEAKER_08,12:16,12:16 - 12:17,一台电脑,zh,Speaker 2 Child,No difference,00:00:00,1,TRUE,FALSE,TRUE
12:17,12:17 - 12:21,,,,12:17,12:17 - 12:21,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
12:21,12:21 - 12:23,小狗说他要一把something,zh,SPEAKER_07,12:21,12:21 - 12:23,小狗说他要一把something,en + zh,Speaker 1 System,No difference,00:00:00,0,FALSE,TRUE,TRUE
12:23,12:23 - 12:24,,,,12:23,12:23 - 12:24,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
12:24,12:24 - 12:26,一把剪刀 一把船,zh,SPEAKER_08,12:24,12:24 - 12:26,一把剪刀 一把船,zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
12:26,12:26 - 12:27,,,,12:26,12:26 - 12:27,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
12:27,12:27 - 12:29,一把纸 一把剪刀,zh,SPEAKER_08,12:27,12:27 - 12:29,一把纸 一把剪刀,zh,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
12:29,12:29 - 12:31,小朋友太棒了,zh,SPEAKER_07,12:29,12:29 - 12:31,小朋友太棒了,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
